Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth
Limestone,19.92099099,769.1815167,,0.060430677,2.563812484,4446
Shale,10.25597306,873.7990545,Fault,0.762036551,3.850451907,2916
Shale,6.947970743,862.3474311,Fault,0.219951518,0.732629099,4485
Sandstone,24.60972264,665.8438993,Dome,0.317747565,0.925113885,2985
Limestone,27.27187629,266.5336225,Dome,0.304587988,4.621634987,3663
Shale,18.28517673,368.6170921,Fault,0.123246336,4.289835456,4222
Sandstone,26.48345099,165.6918842,Fault,0.905460939,3.229700854,3020
Sandstone,9.217168855,140.0208509,Dome,0.07543307,4.283075642,1939
Sandstone,4.179584471,145.7079744,,0.924271523,4.323627848,4348
Shale,19.2114224,728.6244846,Dome,0.602364174,0.584941178,905
Sandstone,7.311246357,722.2991222,Dome,0.322736227,0.071536425,3818
Sandstone,23.75673971,270.9786262,Anticline,0.789376077,2.967157035,4521
Limestone,20.18477666,362.8661356,Dome,0.54680613,1.317209203,2494
Sandstone,10.28516894,930.0122181,Fault,0.539424671,2.031403046,3987
Limestone,17.59938983,179.4293014,Anticline,0.888972884,3.954550368,1946
Shale,10.24275809,153.8089087,Fault,0.964515239,1.328690391,4727
Shale,1.474578862,734.4154477,Dome,0.321252176,3.046963582,2536
Sandstone,13.49030932,133.1982256,Fault,0.030277101,0.994703075,2453
Shale,28.98677177,954.4102509,Fault,0.188139121,3.179423841,1003
Sandstone,18.66949912,495.1413045,,0.881517257,4.265883042,3262
Shale,6.532461145,499.1348729,,0.42989186,1.458420051,2914
Sandstone,29.18532476,923.285627,Dome,0.43425976,1.181822104,2343
Limestone,17.99903575,706.6624031,Fault,0.250972815,4.5736853,4501
Shale,11.62353888,416.975778,,0.09105385,1.843723922,2319
Limestone,13.52328852,528.2795562,,0.326496948,4.640698906,2733
Shale,20.27977469,842.116496,Fault,0.793242982,1.032169974,2810
Sandstone,21.73033219,490.2143278,Anticline,0.252291589,3.417365699,685
Shale,18.89617201,418.3937713,,0.522954455,4.450344792,2032
Shale,29.66506594,497.0532638,,0.522706003,4.932282859,1518
Sandstone,19.64312141,252.7536655,,0.409746887,4.034887015,1635
Limestone,21.41118776,175.7710677,Anticline,0.26234815,3.112218731,2900
