Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Sandstone,21.27004534,423.0562718,Anticline,,,1679,0
Limestone,,,None,0.825540692,3.505976577,1030,1
Sandstone,2.960556833,,Fault,,1.668392605,,1
Sandstone,3.656385053,186.0223041,Anticline,0.586558561,,,0
Limestone,3.73840157,719.4922362,Fault,,4.408409979,1744,0
Shale,25.05197836,,Dome,0.267995025,3.183879275,2783,0
Limestone,24.17378598,,None,,1.378682265,,1
Sandstone,5.942865502,421.4563725,None,0.78306747,2.997168931,3631,0
Shale,15.13857074,,Fault,0.577907143,3.646037946,,0
Sandstone,21.19649407,103.0701507,Fault,0.459726824,,3320,0
Shale,25.93624025,946.555919,Dome,0.373329192,4.382226228,4138,0
Limestone,6.728202547,624.9606599,Anticline,0.061784344,,,0
Shale,27.50883339,293.1815592,Dome,,4.593217799,4674,1
Limestone,,792.3769671,Dome,,,763,0
Sandstone,15.22527283,,Fault,,2.994390192,,0
Limestone,29.37789874,,None,0.607721404,0.421663574,4356,0
Sandstone,25.25476093,,None,0.281729591,,511,0
Shale,29.16238006,32.06352732,Anticline,,,3466,0
Shale,8.683091041,415.0334871,Anticline,,4.202857759,,0
Sandstone,20.37475037,692.6438287,Anticline,,,,0
Shale,26.36307749,630.2905836,None,0.281054371,0.093138443,2830,1
Sandstone,11.00884221,,Dome,0.289895492,4.677840854,,0
Limestone,8.160077212,,Anticline,0.692411959,2.428163975,,1
Sandstone,29.11664012,,Dome,0.77350277,,4368,1
Sandstone,23.12075912,879.9182593,Dome,0.695958189,2.33302956,3347,0
Limestone,22.4747347,557.2668872,Fault,0.272155015,1.646319382,4066,0
Shale,7.483746129,760.9006807,Anticline,0.169881587,1.123472459,,0
Shale,,32.03059477,Dome,,3.563134816,,0
Sandstone,6.788320024,515.9819785,Fault,0.201299349,4.236444061,,0
Sandstone,4.109466669,778.6421909,Fault,,2.188045511,,1
Limestone,12.9282401,252.8901184,Anticline,,,4333,1
Sandstone,14.48140419,771.7998679,Anticline,0.057766299,,,0
Limestone,11.55307808,,Anticline,,,,1
Limestone,8.57524346,,Anticline,0.896934621,0.361585074,940,0
Limestone,5.98886423,116.9013697,None,,4.213201561,,0
Sandstone,25.73751217,613.4262172,Fault,,1.057358882,,1
Sandstone,5.789520238,715.2869669,Dome,0.438355654,,,0
Shale,,,None,,4.67097221,,0
Limestone,,243.7589122,Dome,,,3574,0
Sandstone,12.41036037,641.7518555,Anticline,0.071200098,,,0
Shale,14.04425826,844.5211257,None,,3.675805612,,0
Sandstone,27.30639105,,None,,3.616155755,4009,0
Shale,20.69373742,,Dome,0.947344903,1.724281907,,0
Sandstone,,590.7228592,Fault,0.956634323,,4373,1
Sandstone,7.097037756,,Dome,,,,1
Shale,1.640795237,,None,,4.806505347,2040,0
Sandstone,9.365756514,,Fault,,2.830432005,3452,0
Limestone,,674.5572183,None,0.137099947,0.022844313,2377,0
Sandstone,,,Fault,0.960066983,,,1
Sandstone,,314.2615569,Anticline,0.702949291,3.578886758,4966,1
Sandstone,20.28315077,513.9844634,Anticline,0.092977993,4.510645961,,0
Sandstone,1.893191073,192.9805605,Dome,0.053154085,,4650,0
Limestone,25.29110841,,Dome,0.47111202,3.836878486,3367,0
Limestone,1.633981421,,Anticline,,4.096310024,2273,0
Sandstone,,,None,0.948326583,,,1
Sandstone,,468.6442781,None,,4.222433722,849,1
Limestone,4.136558081,294.9994802,Dome,0.650141735,3.532052664,635,1
Limestone,11.8240814,493.5251903,Anticline,,,,0
Limestone,,,Anticline,0.889201498,2.52171165,,1
Shale,26.26216875,288.9144912,Fault,0.987585742,4.871903913,3910,0
Shale,,328.1131224,None,,3.231410727,,0
Shale,26.86958759,434.5226691,Fault,,2.543833996,,0
Limestone,2.819727882,560.1987344,Anticline,0.798952512,0.022466234,4001,1
Limestone,,,Anticline,0.830224097,3.162679593,,1
Shale,,,Fault,0.848687927,,2479,0
Limestone,29.94702077,29.95160966,None,,1.655701195,,0
Limestone,,,Anticline,0.819979808,1.970226276,,1
Limestone,10.12440977,981.1500645,None,0.379022195,0.905160212,1429,0
Sandstone,12.74350025,752.3707154,Anticline,,0.093442275,,1
Limestone,19.92302013,849.8256321,Dome,0.982239756,0.787078422,,1
Sandstone,28.89282393,,Anticline,,2.622700114,,0
Sandstone,7.953397512,574.3764726,None,0.666263026,3.542239229,2317,1
Sandstone,10.17968507,584.9918963,Fault,0.239507744,1.27463283,,0
Limestone,4.423578014,,None,,,,0
Sandstone,9.138070673,,Anticline,0.502160056,,3644,0
Shale,1.970763495,727.3773446,Fault,,4.248529616,,0
Sandstone,,,None,0.662123441,1.428598036,,0
Limestone,21.26892801,776.8143051,Fault,0.298434938,1.523944998,,1
Limestone,23.81686966,300.1133675,None,0.709955105,4.305828814,812,1
Limestone,12.90166036,730.1814025,Fault,0.276964281,3.987620745,,0
Limestone,0.027882506,439.7713004,Fault,0.961790748,3.610919597,,1
Limestone,,,Fault,,,,0
Sandstone,21.43242304,,Dome,0.511935929,3.275456554,1612,0
Sandstone,,,Anticline,0.369408611,,2489,0
Shale,0.551429693,,Fault,0.503535047,,,1
Limestone,28.77252727,,Anticline,0.256253614,3.208653538,1853,0
Sandstone,,189.7361418,None,0.944514923,0.383496083,2481,0
Shale,0.195762313,476.8497878,Dome,0.235097115,4.858418753,,1
Limestone,25.12592502,,None,0.142001819,4.156103314,2278,0
Shale,,734.6492577,None,,,,0
Limestone,21.03033801,,Fault,0.223229392,4.546321162,,0
Shale,17.63706975,,Anticline,0.725769674,1.851739356,632,0
Limestone,,678.1952473,Fault,0.499632008,4.34693793,,0
Shale,6.042189276,,Anticline,,3.879146759,1287,1
Shale,22.58542425,,None,0.887509261,,,0
Shale,27.14299025,448.5474592,Dome,0.706288814,2.669782043,,0
Limestone,0.78475027,589.7915571,Fault,0.732555861,3.038421202,,1
Limestone,29.28258073,,Dome,0.513577402,4.055565664,1605,1
Limestone,,75.25721981,Dome,0.428716176,2.355639425,3579,0
Sandstone,,293.3162851,Anticline,0.725678133,4.979870293,,1
Limestone,14.88128178,,Anticline,0.380663004,4.336055513,,0
Sandstone,12.09093934,440.2160783,None,0.485741357,1.769630975,3154,0
Limestone,21.93472033,654.911625,Fault,0.380758291,2.488100327,,1
Shale,22.77716939,,Fault,0.051801033,,4422,0
Limestone,,193.1807192,Anticline,,1.849306791,,1
Sandstone,,133.8655885,Fault,0.129578664,0.264191875,,0
Limestone,10.7326429,,Dome,0.365573262,2.652970729,,0
Limestone,2.239152932,,None,,3.930714909,,0
Limestone,15.68280425,329.4730028,Dome,0.642133795,,1041,0
Sandstone,15.6262211,63.3627585,Fault,0.175031146,1.54195228,,0
Shale,18.86618691,644.9185915,Anticline,0.582396604,,,0
Sandstone,7.03110272,,Dome,,3.447056548,,0
Sandstone,,,None,0.249941085,0.021435507,1556,0
Sandstone,,,None,,4.842628158,,1
Limestone,15.4260312,746.5080908,Fault,0.486207065,,1388,0
Sandstone,2.268910915,679.5182579,Anticline,0.966464437,2.233753013,4893,1
Sandstone,17.78312823,574.0795498,None,,1.93472925,,0
Sandstone,,,Anticline,0.040873977,2.059248962,,0
Sandstone,,85.55796461,Anticline,0.505210619,4.368159016,3594,0
Limestone,23.63792815,259.4928936,Dome,0.329679574,,,0
Limestone,,512.5195871,Anticline,,4.039808654,3180,0
Limestone,,,Fault,0.225685093,4.059151887,,1
Limestone,17.82148397,21.91109746,Anticline,0.021740808,,,1
Limestone,,671.9943912,Fault,,,,0
Shale,3.01372649,256.7247781,Anticline,0.336928673,3.691329617,3218,0
Limestone,29.75667588,257.512746,Anticline,0.182067512,1.264764257,4066,0
Limestone,4.760366211,285.3111987,None,0.632322646,4.250519139,,1
Sandstone,2.289073625,,None,0.617706221,,,0
Limestone,0.575036626,74.4769285,Fault,0.689882011,,4508,1
Shale,,,None,0.940489287,1.417900152,,0
Sandstone,25.06117591,694.186808,Anticline,0.024714379,,,1
Sandstone,13.01664145,,Dome,0.512669653,,1700,0
Limestone,4.365519012,816.9508056,Dome,,2.889555863,3533,0
Sandstone,13.41641222,444.2345215,Anticline,0.116945471,1.592636022,2000,0
Sandstone,14.67837783,741.9191487,Fault,,2.071567539,3338,1
Shale,,130.2515501,Fault,0.28185973,3.242951898,4841,0
Sandstone,29.08847817,,None,0.694385453,1.416611577,4319,0
Sandstone,,78.76131396,Anticline,0.346643747,1.330480462,2445,0
Sandstone,,764.479977,None,0.584448904,0.678570385,,0
Sandstone,7.62777483,,Dome,,1.434032185,2110,0
Limestone,23.59750412,194.1892768,Fault,0.413056623,2.796014423,2012,1
Limestone,,366.9621962,Fault,,3.923879156,2198,0
Sandstone,,240.8446172,Fault,,,,1
Shale,6.816230335,,None,,,4583,0
Shale,20.81589486,600.414463,Fault,,,2983,0
Shale,,499.2316347,Fault,0.751521598,,,0
Limestone,26.85195867,,Fault,,3.926367688,615,1
Limestone,29.55911497,530.3654013,Fault,,,,1
Sandstone,,,Anticline,0.336121536,0.342824035,,0
Sandstone,29.94585163,68.85788855,Anticline,0.634286915,1.588300037,,1
Limestone,27.72861212,689.918411,None,0.361261729,,2058,0
Shale,28.49699005,,None,0.413616849,,2389,0
Sandstone,20.00807956,,Anticline,,,763,0
Shale,6.894190243,,Anticline,,4.446664824,3264,0
Shale,,833.0987167,None,0.891116674,1.873169348,4204,0
Limestone,4.45449549,,Fault,,,4236,1
Sandstone,,444.2945391,None,0.918991384,,4761,1
Limestone,26.79341224,,Fault,,1.594109481,4649,1
Limestone,15.60583823,,Dome,0.148637556,0.751475067,,1
Limestone,,472.6446275,Dome,0.070803514,3.519345645,1290,0
Sandstone,29.7508822,683.0445705,Dome,,2.265840462,,1
Limestone,19.10285151,626.5478997,Dome,,3.387826129,,0
Limestone,5.906636153,,Fault,,3.96668611,4498,0
Sandstone,8.729981687,645.1937574,Fault,,4.833287186,,1
Shale,0.705974832,,Fault,0.523750977,,4076,0
Shale,17.55890485,452.2900118,Dome,0.40145382,0.446214331,4881,0
Sandstone,29.88890413,970.0944725,Dome,,2.198617015,,0
Limestone,3.370934458,,None,0.284162806,1.811758094,2749,1
Sandstone,0.455306469,,Anticline,0.271636797,1.763220156,1491,0
Sandstone,9.959594143,,Dome,0.742985323,4.566780988,2739,0
Limestone,20.39177388,,None,,,1171,0
Sandstone,,509.7133158,None,,0.827855629,,1
Sandstone,,,Fault,0.03775914,0.517396133,1592,0
Sandstone,3.016881963,303.2895605,None,0.815693377,4.845735905,3488,0
Sandstone,13.20213225,661.7206958,None,,3.80935567,,0
Sandstone,25.23321927,514.572788,Anticline,0.084798016,,,0
Sandstone,13.92611847,319.1509562,Fault,,3.507517288,,1
Sandstone,26.18490702,,Dome,0.58177506,3.786778854,4438,0
Shale,6.819662132,,Anticline,0.550872579,,2541,0
Limestone,9.462491738,149.1995151,Fault,0.370663068,3.115037928,3898,0
Shale,13.47823641,976.8574309,None,,0.664592477,4594,1
Shale,7.023079949,,Fault,0.638010807,0.011228542,,0
Limestone,2.527661323,,None,0.697274346,4.331689485,,0
Limestone,21.38333029,,Anticline,0.041384196,4.536325403,,0
Limestone,28.94785805,704.5799856,None,0.46861602,2.671780765,3117,0
Sandstone,5.561183372,98.95979071,Fault,0.5305061,,1139,0
Shale,,665.1352438,Fault,0.871835576,2.130557182,,0
Shale,6.203930281,243.5586983,None,0.764861987,,3717,0
Limestone,5.173391669,,Anticline,0.436385875,0.956269557,,1
Sandstone,7.48509239,531.9544414,None,0.868098094,4.757069572,3468,0
Shale,17.24517114,,Dome,0.781610049,2.617008343,2737,0
Shale,8.750803522,167.1453885,Dome,0.880660878,1.076884609,4086,0
Sandstone,,546.9759354,Fault,0.817362403,,,1
Limestone,22.35724459,,None,0.607435821,0.252395065,4394,0
Shale,13.42655565,812.6437212,None,0.904979834,0.495920734,2461,1
Limestone,,,Dome,0.444937698,,,0
Shale,,261.29541,Anticline,,2.294572366,,0
Limestone,18.32878498,797.6204909,Anticline,,,4706,0
Shale,,483.8281372,Dome,0.818627441,1.903305506,,0
Shale,5.923464513,36.56962129,None,,4.052942636,2588,0
Sandstone,24.03492202,,Anticline,0.525821056,,3387,0
Shale,25.12352685,626.4334719,Fault,,,1765,0
Limestone,2.829822789,,Fault,0.124440811,3.461080309,3410,0
Shale,,76.08340677,None,0.20795234,4.681371988,968,0
Shale,0.111072205,,None,0.155565397,4.770339225,,0
Limestone,5.695579808,,Anticline,0.979800995,1.087918569,,1
Limestone,5.165924383,,None,0.353606502,2.101441353,4243,0
Limestone,0.529354805,748.8357627,None,,3.992446813,,0
Limestone,5.721779628,,Fault,,3.521570138,,0
Sandstone,26.00074045,433.9222646,Anticline,,0.753164131,3327,0
Sandstone,27.31929048,565.9947332,Anticline,,1.520065918,,0
Sandstone,8.306099085,648.0223327,Fault,0.136566927,3.896533256,,1
Sandstone,,937.9730425,Dome,,,1037,0
Shale,27.38677334,534.7128636,None,0.864095924,0.164770876,4526,0
Limestone,21.46092346,600.5817624,None,0.601197805,4.806623591,4918,0
Sandstone,,479.5149397,Anticline,0.2384237,2.397411389,3248,0
Limestone,28.24598731,234.0184396,Anticline,0.664513433,,3716,1
Shale,14.51141497,842.1301466,Dome,0.271934561,4.089247268,1350,0
Limestone,,664.1345937,None,0.368168,,,0
Limestone,1.692040733,,Dome,0.244888529,,3982,0
Shale,22.11657671,403.8262432,Fault,0.163551711,1.018671705,3435,0
Sandstone,9.863228625,172.1192641,Dome,0.006825011,3.740334011,1012,0
Limestone,,,Dome,,4.217448778,641,1
Limestone,9.321459849,274.4362073,Fault,,4.846351262,,1
Sandstone,13.56942105,325.3542774,Dome,0.561421678,,2484,0
Shale,,,Dome,0.540920307,3.600274376,3714,0
Limestone,28.0071325,357.0102711,Anticline,0.490128861,1.465829904,,0
Sandstone,,336.1921637,Fault,,4.029436139,2866,0
Sandstone,27.43325188,127.4297867,Dome,0.602634487,3.432535925,1691,1
Sandstone,,,Fault,,2.2866834,,1
Limestone,,747.7454629,Fault,0.103588655,,,0
Limestone,,,Dome,,2.863552644,1805,1
Limestone,10.84395985,192.0877089,Fault,0.139278473,4.898450517,687,0
Sandstone,24.64606734,756.1714177,None,,,914,0
Limestone,0.893715121,,Anticline,,0.525140324,728,1
Shale,26.36239571,832.9422562,Dome,,0.766261079,591,0
Shale,1.927157276,10.85086761,None,0.934531152,,,0
Sandstone,,,Fault,,0.232797994,2138,0
Shale,,587.0028112,Fault,0.766231662,4.180114584,1738,0
Limestone,27.89375168,145.9443572,Fault,,0.332541977,3502,0
Shale,9.090525209,,Fault,,3.4543803,3731,0
Sandstone,21.53798073,,Dome,0.128255112,,1793,0
Sandstone,25.62782367,,Fault,,3.131830769,1397,1
Sandstone,8.963486132,784.7210967,Fault,0.891550049,2.211348716,,1
Shale,18.96360366,,Dome,0.336340123,0.732992068,,0
Limestone,5.096177832,,Fault,,1.217412383,,1
Sandstone,21.06247701,,None,,,4414,0
Limestone,11.68548078,,Fault,0.966988631,,,1
Sandstone,,271.1757393,Dome,,4.819578953,3819,0
Sandstone,17.13641729,100.7864317,Dome,0.577791455,,3965,0
Shale,22.843765,,Fault,,0.906905239,2543,0
Shale,24.09790202,960.246001,Fault,,,1048,0
Sandstone,23.86980692,,Anticline,0.412334216,2.647019817,4648,0
Shale,25.64025124,174.9351383,None,0.985660957,1.595325776,4148,0
Shale,20.09909772,,Dome,0.238185706,2.907613651,710,0
Sandstone,3.656642476,523.4585336,Anticline,0.284028668,,1420,0
Limestone,13.05878173,,Dome,0.481578082,3.280355585,4148,0
Limestone,0.261184412,,Anticline,,,3594,0
Shale,18.27086834,,Fault,,2.657078922,,0
Shale,28.2314478,263.3097991,Dome,0.726080757,,,1
Sandstone,21.72763582,,None,0.232913054,,1959,0
Sandstone,6.248330255,791.696894,Dome,0.654948112,2.507093544,,1
Limestone,23.42758069,,Dome,0.104335053,4.731605888,1013,0
Shale,6.549093354,856.7116283,Anticline,,,,0
Limestone,6.218189372,,Fault,0.067528187,4.909495272,2274,0
Limestone,14.64928928,988.8487951,Anticline,0.794003739,0.69131492,1523,1
Shale,29.86422457,413.2572741,Anticline,0.196632042,4.656388031,937,0
Sandstone,,743.6357858,None,0.995283403,0.377674604,,1
Limestone,2.644564744,,None,0.714842929,,2513,0
Limestone,,762.3463582,None,0.67247995,1.144166021,4095,0
Shale,29.49194099,307.0382306,Fault,0.193200127,,1073,0
Shale,,,Fault,,2.143380579,,0
Shale,25.26320587,436.0300595,Anticline,,1.968469767,3511,0
Sandstone,,792.4976634,None,0.000332968,3.635262798,,0
Sandstone,5.273514475,639.5055934,Fault,,2.210531639,2539,0
Shale,1.631722456,,None,0.211670827,0.723129472,1722,0
Shale,,,Dome,,2.638647166,2577,0
Sandstone,,,Dome,,,,1
Shale,10.29521572,850.3607706,Anticline,,,,0
Shale,,302.1869269,Dome,0.192009777,4.852435453,3903,0
Limestone,,,Dome,0.022328831,0.134481943,,0
Sandstone,18.48762122,546.958633,Dome,0.174807894,,,0
Limestone,18.71231178,,None,0.949112054,1.925153406,,0
Shale,27.8101248,884.0083453,Fault,0.09386466,,,0
Limestone,,,Anticline,0.431781736,4.464692088,2486,0
Shale,,,Dome,0.197452325,2.034178837,,0
Shale,,765.2373217,Dome,0.840833691,4.26802203,,0
Sandstone,2.871871642,,Dome,0.237820647,0.78006908,,0
Sandstone,,937.1513097,None,,3.968475919,4625,1
Shale,7.82755739,,None,0.617903566,3.232773185,987,0
Limestone,,546.8745913,Dome,,,,1
Sandstone,,570.5568479,Anticline,,3.105967888,803,0
Sandstone,20.16059287,510.5093603,Fault,,4.858993509,1403,1
Sandstone,1.442369055,353.5244732,None,0.059442088,2.595865733,,0
Sandstone,12.20467942,,Anticline,0.088741167,0.314311921,1636,0
Shale,10.23447977,888.1208372,Dome,0.658098885,0.038194973,3762,0
Shale,,670.6493143,Fault,,,2215,0
Limestone,29.30383118,31.26293325,Fault,0.702314518,,,1
Limestone,3.443907818,282.8734285,Anticline,0.060021798,,4233,0
Limestone,22.69002809,250.7487365,Fault,0.450206616,,2237,0
Limestone,0.742946327,469.820621,None,,4.094375852,3454,0
Sandstone,25.58779152,,Anticline,0.596376618,3.793604338,1884,0
Sandstone,,,None,0.89858318,2.328927866,3483,1
Sandstone,18.85632093,,None,0.853531443,1.341578452,,1
Sandstone,,286.6203841,Fault,,4.270499136,,0
Limestone,,135.5857246,None,0.338925717,2.449580558,,0
Sandstone,6.497375569,,Dome,0.135744184,4.103504181,,0
Sandstone,17.3151488,,Anticline,0.593829874,,4813,0
Shale,25.55371016,606.9193412,None,,,2808,0
Limestone,12.41198693,890.0737414,Dome,,,4514,1
Sandstone,,557.0672943,Anticline,,4.49901359,,0
Shale,25.44544495,253.3159906,Dome,,1.986164199,,0
Limestone,4.937344341,530.0586144,Dome,0.594246005,2.249693311,1789,0
Shale,,184.3796817,Anticline,,4.211806373,4409,0
Limestone,20.7331761,,Fault,0.856337325,,3445,1
Sandstone,2.090720902,856.7153305,Anticline,,3.25583839,,0
Sandstone,1.85657105,608.1014027,None,0.082738685,4.53823133,3071,0
Sandstone,4.110627301,410.8588692,Dome,0.715031842,4.985676125,774,1
Sandstone,25.07349213,160.1481748,Anticline,0.46389402,,1415,0
Limestone,,,Dome,,1.146647347,,1
Limestone,,564.052969,Anticline,,1.915054378,1558,1
Limestone,5.352482897,,Fault,0.809163805,,3395,1
Limestone,,,None,0.109266111,,4245,0
Shale,25.12348785,817.9778853,Dome,0.397684726,2.959688394,,0
Shale,10.55415019,,Fault,0.472196703,2.925520929,,0
Limestone,,,None,0.693075113,0.782628547,3564,0
Limestone,4.23328945,,Fault,0.122031515,,,0
Shale,16.98214939,,None,0.168701029,1.799047386,,0
Limestone,28.40640589,877.9543357,Fault,0.389259786,0.024701525,3760,0
Sandstone,20.37597454,798.4747235,Fault,0.76516961,,3834,1
Limestone,24.52695989,,None,0.275127409,,3174,0
Shale,18.43457333,585.4077409,Fault,,,4630,1
Sandstone,29.90427542,,Dome,0.483577291,2.538301039,1646,0
Shale,12.85932838,423.4332225,None,0.182688935,3.421706314,4742,0
Sandstone,,713.0590217,Fault,0.831912174,1.857006823,3871,1
Sandstone,,604.6012744,Anticline,,0.520003379,3568,1
Sandstone,,159.5991572,None,,4.722901975,2160,0
Shale,3.585926086,950.393133,Fault,,,863,0
Shale,13.92001285,,Anticline,0.193110212,2.015045,1652,0
Limestone,,,None,,2.863119756,3474,0
Shale,15.25066463,314.0104798,Fault,,3.440933911,,0
Sandstone,,481.537761,Fault,,0.933407724,,0
Sandstone,,756.3155386,Fault,0.01979873,,1290,0
Limestone,12.55746857,293.8627863,Dome,,,1477,1
Sandstone,25.78669191,,Dome,,3.105721945,2624,0
Sandstone,7.0902823,541.4315334,Fault,0.999246092,,,1
Sandstone,,63.06364495,Anticline,,4.757712176,,1
Shale,22.41708414,804.1395872,Dome,0.607872011,,3233,0
Limestone,21.80630718,213.8474905,Anticline,0.01149247,,,0
Limestone,,432.6516291,Fault,,,634,1
Limestone,24.75634114,,Fault,0.285838145,2.298554842,2076,0
Limestone,18.62456411,751.8647773,Fault,,0.615250966,3547,0
Sandstone,8.467874112,,None,,4.298814973,1223,0
Limestone,18.97416607,121.5666179,None,,3.309021753,2268,0
Shale,26.05428454,,None,0.552195651,2.472824351,,0
Shale,0.094227181,,Dome,0.023322332,2.863270527,2561,0
Shale,,921.2373354,Fault,,0.988709004,,0
Limestone,25.19993282,763.2358988,Dome,,0.06784785,1165,1
Limestone,18.4519389,813.3302469,Fault,0.258530361,4.808957519,2837,0
Shale,8.134267601,284.7764016,Dome,,1.223719703,,0
Limestone,0.11879829,,Fault,,2.902633078,,1
Limestone,7.174276363,526.0537947,Fault,0.665664835,1.61625738,3465,0
Sandstone,,,Anticline,,3.746637568,,0
Limestone,25.71574971,604.2700379,Fault,,,1344,1
Shale,,,Dome,,0.283336544,,0
Sandstone,17.95785322,,Dome,,0.043963065,,1
Sandstone,,,None,0.246434281,,,0
Sandstone,,,None,0.305229045,4.462426013,2843,0
Limestone,17.49828591,519.9235745,Dome,0.569944716,1.070014239,2198,0
Sandstone,,,Anticline,,,1305,0
Shale,27.93077979,254.2002402,None,,2.973972857,3590,0
Limestone,15.70759456,,None,0.861444935,3.93221702,,1
Sandstone,15.20057373,137.7819052,Fault,0.012976671,4.804380676,,0
Shale,4.937978211,,Fault,0.700598811,,,0
Shale,,,Anticline,0.047751941,4.723546119,,0
Sandstone,12.56787672,301.6513241,None,0.514744494,4.390289764,,0
Sandstone,,321.3785858,Dome,0.916000543,0.355991472,4962,1
Sandstone,7.202122215,219.5755572,None,,4.126694878,3046,1
Sandstone,4.1530648,420.5187467,None,0.256312713,,1110,0
Sandstone,,,Fault,,0.922444678,,0
Shale,4.120852379,,Fault,,,,0
Sandstone,25.7510822,200.8666709,None,0.66302888,0.664130522,3442,0
Sandstone,,,Anticline,,0.762872293,3318,1
Shale,2.428491061,,Anticline,0.700612224,1.898526113,,0
Shale,24.98812177,837.1851085,Fault,,1.555258845,2214,0
Sandstone,14.13251188,,Anticline,,3.349593577,,0
Sandstone,20.66287622,,Dome,0.321983087,3.978176461,,0
Limestone,25.15647621,,Anticline,0.38817091,,,0
Limestone,29.57767977,,None,,2.373778369,4188,1
Limestone,14.00184281,,Fault,0.37275272,2.881715065,,0
Shale,0.518641343,822.3170699,None,,4.436510529,3423,0
Sandstone,14.0712014,304.5497273,Anticline,,2.390639861,3179,1
Sandstone,,,Anticline,0.132796715,,,0
Shale,11.0806239,239.0494887,Dome,0.792803535,,3296,1
Shale,15.36901041,497.1485672,None,0.506598696,1.238859145,3837,0
Sandstone,,367.7078758,None,,4.986706678,3690,0
Shale,21.73159068,526.8723971,None,0.938495158,2.139190213,788,0
Limestone,29.86913501,616.6011789,Dome,0.099767123,,4130,0
Sandstone,23.66781072,,Dome,0.731942055,2.178991874,4169,1
Limestone,29.94667352,65.85869936,Anticline,0.308323422,2.030224662,530,0
Limestone,10.67379383,270.8256565,Anticline,,4.748427463,3081,0
Limestone,18.45273862,101.4850709,None,0.503062183,,4527,0
Shale,19.59868623,376.7736344,Dome,,4.68288042,,0
Limestone,,,Dome,,0.409526696,3945,0
Limestone,10.20648715,743.0338645,Anticline,,,4430,1
Limestone,,,None,0.298390922,4.52097818,,0
Sandstone,,838.6624895,None,,1.366489334,4771,0
Shale,16.31919334,,Fault,,,1383,0
Limestone,16.42553652,965.4767785,None,0.840600623,,,1
Shale,0.320168635,,Fault,0.912617698,1.651153002,1382,0
Sandstone,23.47500433,732.571888,Anticline,,2.690663364,2762,1
Sandstone,16.87665604,199.452002,Dome,0.620710864,,1175,0
Shale,,,Dome,0.527819191,,,0
Limestone,22.97605277,,None,0.197606581,3.482177683,,0
Sandstone,6.391059595,,None,0.744199525,3.143749266,,0
Limestone,1.587222998,962.031916,Anticline,0.518133913,1.966197159,,0
Shale,,128.6150208,Dome,0.430559464,4.201648063,,0
Shale,20.98789599,680.9232662,Anticline,,1.786394651,,0
Limestone,3.371577969,889.2965141,Anticline,,,1749,0
Limestone,,776.6269187,Anticline,0.070330592,3.294090491,,1
Limestone,9.078695488,417.4323903,None,0.860719706,,,0
Shale,,173.2686382,None,0.464141798,,,0
Shale,,,Anticline,,,2952,0
Shale,1.842753878,,Fault,0.266716486,1.559750046,2127,0
Shale,14.17546328,964.4248674,Dome,0.595008422,4.80339419,3225,0
Shale,4.893440254,,Anticline,,0.011162766,501,0
Limestone,1.800245778,,Anticline,0.955462144,0.106610367,,1
Shale,3.738451896,,None,0.98336756,2.970353272,1733,0
Sandstone,,364.9207163,Fault,,2.295315844,,0
Shale,5.316451706,961.5059916,Fault,0.068506806,4.455145093,3590,0
Limestone,15.05461127,740.1259337,Anticline,,,3198,0
Shale,,659.6687999,None,0.414650178,4.875895681,,0
Limestone,26.14465625,,Anticline,0.066486803,1.595211215,,0
Sandstone,6.055255061,47.99201436,None,,,,0
Sandstone,7.908163194,976.9544854,Anticline,,0.045122774,,1
Shale,,964.3734304,None,,1.996002587,3086,0
Shale,21.68306028,,Dome,0.736145972,1.516623201,2923,0
Limestone,17.58624499,263.1072157,Fault,0.12581885,,2076,0
Limestone,6.775188967,910.436,Anticline,0.156978395,1.992203474,3426,0
Limestone,27.18302786,,Anticline,0.44813086,2.406256412,1096,0
Limestone,12.53722451,626.2743327,None,,,,1
Limestone,,,Dome,,1.834425758,1330,0
Shale,23.53609556,823.9867114,None,,4.489737837,,0
Limestone,20.84482738,202.8158195,None,,0.11258388,3218,1
Sandstone,,345.9292199,Dome,,3.888077047,2492,1
Shale,19.20581606,684.3868155,None,0.634821318,4.232551352,,0
Sandstone,,,Dome,0.673633355,,4437,1
Limestone,4.111584085,734.9732976,Fault,,2.737721604,2954,1
Limestone,,895.5008714,Fault,0.742593185,1.894049774,3464,1
Shale,12.78893152,20.07855795,None,0.174638381,,,0
Limestone,6.112664575,595.6049807,None,,3.972005049,4254,1
Limestone,20.47797839,766.3556296,None,,0.687497771,,0
Sandstone,12.21230338,836.1484646,None,0.383360519,3.595288605,4514,0
Shale,19.43466914,797.2797298,None,0.204961019,0.569405346,1700,0
Sandstone,,297.6155954,Anticline,,,642,0
Limestone,25.37895768,324.9333294,None,0.149916628,,3245,0
Limestone,24.11265708,,Dome,,3.108313506,,0
Sandstone,,785.9669712,None,,,,0
Shale,15.7469996,,Dome,0.851530805,,,0
Sandstone,15.37751709,794.9346114,None,,4.406085769,2257,0
Sandstone,0.405518151,,None,,,1572,0
Shale,29.86857179,48.56761234,Fault,,,,0
Shale,25.0924679,453.3153614,None,0.150658232,4.61905635,,0
Sandstone,17.82425588,,Dome,0.653394732,4.476597777,,0
